java_file,nocl
/javascriptv3/example_code/reactnative/ReactNativeApp/android/app/src/release/java/com/reactnativeapp/ReactNativeFlipper_initializeFlipper_0.java,1
/javascriptv3/example_code/reactnative/ReactNativeApp/android/app/src/main/java/com/reactnativeapp/MainApplication_getReactNativeHost_0.java,0
/javascriptv3/example_code/reactnative/ReactNativeApp/android/app/src/main/java/com/reactnativeapp/MainActivity_getMainComponentName_0.java,0
/javascriptv3/example_code/reactnative/ReactNativeApp/android/app/src/main/java/com/reactnativeapp/MainApplication_onCreate_1.java,1
/javascriptv3/example_code/reactnative/ReactNativeApp/android/app/src/main/java/com/reactnativeapp/MainActivity_createReactActivityDelegate_1.java,2
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_getId_1.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_setFirst_6.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_getStartDate_3.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_getPhone_5.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_setId_0.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_setPhone_4.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_setStartDate_2.java,0
/javav2/usecases/creating_scheduled_events/src/main/java/com/aws/example/Employee_getFirst_7.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/LabelCount_setCount_5.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/LabelCount_getName_3.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_checkLabelExists_3.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/AnalyzePhotos_detectLabels_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/SnsService_subTextSNS_2.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_getClient_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/SnsService_createNotificationTopic_1.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/SnsService_getClient_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_getImagesByLabel_4.java,1
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/SnsService_pubTopic_3.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_putRecord_1.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_addSingleRecord_2.java,6
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/services/DynamoDBService_scanPhotoTable_5.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/LabelCount_setName_2.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/PhotoApplicationResources_makeResponse_1.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/handlers/S3Handler_handleRequest_0.java,3
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/handlers/UploadHandler_handleRequest_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/handlers/RestoreHandler_handleRequest_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/handlers/GetHandler_handleRequest_0.java,0
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/endpoints/DownloadEndpoint_download_1.java,3
/javav2/usecases/pam_source_files/src/main/java/com/example/photo/endpoints/DownloadEndpoint_DownloadEndpoint_0.java,0
