java_file,hsv
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaPrefix_expand_1.java,151.267
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaDataGenerator_expand_5.java,210.908
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaCount_expand_0.java,162.516
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaPrefixConfiguration_JavaPrefixConfiguration_0.java,48.432
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaDataGenerator_withDataConfig_4.java,70.308
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaDataGenerator_JavaDataGenerator_0.java,112
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaPrefix_JavaPrefix_0.java,51.891
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaDataGenerator_create_3.java,53.151
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaPrefixRegistrar_knownBuilderInstances_0.java,135.934
/examples/multi-language/src/main/java/org/apache/beam/examples/multilanguage/JavaCountRegistrar_knownBuilderInstances_0.java,135.934
/examples/java/cdap/zendesk/src/main/java/org/apache/beam/examples/complete/cdap/zendesk/CdapZendeskToTxt_main_0.java,232.193
/examples/java/cdap/zendesk/src/main/java/org/apache/beam/examples/complete/cdap/zendesk/utils/PluginConfigOptionsConverter_zendeskOptionsToParamsMap_0.java,972.147
/examples/java/cdap/zendesk/src/main/java/org/apache/beam/examples/complete/cdap/zendesk/CdapZendeskToTxt_run_1.java,994.394
/examples/java/cdap/servicenow/src/main/java/org/apache/beam/examples/complete/cdap/servicenow/CdapServiceNowToTxt_main_0.java,232.193
/examples/java/cdap/servicenow/src/main/java/org/apache/beam/examples/complete/cdap/servicenow/utils/PluginConfigOptionsConverter_serviceNowOptionsToParamsMap_0.java,803.633
/examples/java/cdap/servicenow/src/main/java/org/apache/beam/examples/complete/cdap/servicenow/CdapServiceNowToTxt_run_1.java,1010.48
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/TxtToCdapHubspot_run_1.java,727.651
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/TxtToCdapHubspot_main_0.java,306.053
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/CdapHubspotStreamingToTxt_main_0.java,232.193
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/CdapHubspotToTxt_main_0.java,232.193
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/CdapHubspotStreamingToTxt_run_1.java,1095.572
/examples/java/cdap/hubspot/src/main/java/org/apache/beam/examples/complete/cdap/hubspot/CdapHubspotToTxt_run_1.java,1223.59
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/TxtToCdapSalesforce_main_0.java,306.053
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/TxtToCdapSalesforce_run_1.java,1026.589
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/CdapSalesforceToTxt_run_1.java,939.379
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/CdapSalesforceToTxt_main_0.java,232.193
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/CsvRecordCoder_of_0.java,34.869
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/CsvRecordCoder_decode_2.java,110.361
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/utils/CsvRecordCoder_encode_1.java,110.361
/examples/java/cdap/salesforce/src/main/java/org/apache/beam/examples/complete/cdap/salesforce/CdapSalesforceStreamingToTxt_main_0.java,232.193
/examples/java/cdap/src/main/java/org/apache/beam/examples/complete/cdap/utils/StructuredRecordUtils_structuredRecordToString_0.java,116
/examples/java/cdap/src/main/java/org/apache/beam/examples/complete/cdap/utils/JsonElementCoder_of_0.java,34.869
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_getInstance_1.java,220.892
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConnection_closeStream_3.java,49.829
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/ReadFromTwitterDoFn_ensureTimestampWithinBounds_3.java,196
